EndPoint,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95
153,72.25547,33.86693,34.86381,13.66819,28.86147,286.6741,37.40258,187.1799,129.5704,2.907521,44.18362,7751.949,372.3674,337.1809,250.8354,158.7699,98.00494,37.00526,248.9888,150.8887,270.6044,348.8451,139.3941,211.6717,307.1122,173.8306,26.3624,158.5905,336.5326,374.9351,297.7986,0.9435433,2.039044,2.254067,1.446835,93.41653,76.6432,15.00052,20.68206,20.08124,46.74591,0.610024,63.90108,10.16841,33.14746,33.15658,16.84667,11672.16,90.17125,10219.04,78.93165,78.7616,13.67829,102.2821,63.48412,168.5062,33.01463,80.62863,136.001,51.76952,57.23799,82.17675,102.6633,162.6129,160.772,31.80981,36.22266,40.07547,44.60484,146.7669,59.32812,70.6981,135.3276,168.5082,183.9271,89.8336,122.4815,135.9922,146.84,42.41832,47.23441,14.29998,9.05049,1.515154,15.06874,15.28653,11.68459,9.237282,9.259624,9.487695,1.61605,1.718024,1.841308,22.58921,23.74092
153,75.12949,35.23967,36.23842,13.64851,28.69572,289.038,37.59182,184.1223,132.5758,2.883904,44.97304,7749.152,372.5038,337.2159,250.5491,158.6456,98.00683,36.80333,249.072,151.3094,272.3423,349.1846,139.7002,212.8525,308.2635,174.4761,23.67916,158.4595,336.6795,374.3902,298.6697,0.9402686,2.054172,2.270793,1.447531,96.84419,77.7932,14.99958,20.72071,20.16757,46.83273,0.6021093,64.38703,10.39427,33.76345,33.15162,17.25803,12302.77,91.68873,10748,79.72147,77.56588,13.96765,102.6145,63.49362,167.9761,33.01624,80.79597,135.9992,51.92103,57.52391,82.06718,103.0175,162.72,160.8707,32.26997,36.47952,39.89937,45.17805,146.602,59.32812,70.73654,135.6128,167.9947,183.4122,90.05818,122.5117,135.9949,146.8926,43.34788,47.28503,14.30002,9.049748,1.531071,15.14328,15.36481,11.81598,9.238809,9.252994,9.488012,1.632969,1.733712,1.858508,22.59208,23.74304
153,76.63102,36.00501,37.00176,13.62712,28.87964,287.1938,37.38953,179.9995,131.3931,2.914064,44.401,7712.908,372.5042,336.2363,249.9232,158.7776,98.00584,36.67626,248.8489,151.3679,272.132,349.7813,139.9145,213.2524,308.7451,174.4999,21.5568,158.6112,335.7908,374.6486,300.4774,0.9383464,2.037664,2.251809,1.440126,96.98615,76.91276,15.0004,20.50683,19.73525,46.85534,0.6093066,64.04698,10.16342,33.42163,33.15792,17.23178,12120.65,92.38772,10576.29,71.96837,78.86188,13.68307,102.3676,63.49163,167.5053,32.86471,80.29776,135.9981,51.73309,57.36832,81.77295,102.7749,162.8161,160.9946,28.93415,35.45095,39.01624,43.23491,146.8101,59.32812,70.71015,135.2434,167.5103,183.2414,89.67088,122.136,136.0131,147.0283,40.60055,47.18503,14.29995,9.050454,1.505775,15.11793,15.33864,11.76728,9.239535,9.25594,9.486804,1.609761,1.711492,1.834496,22.59007,23.74302
153,86.06997,40.71049,41.70933,13.61991,28.79037,289.7457,37.39301,179.9971,131.1248,2.910969,44.71816,7728.535,372.4567,335.7701,249.9219,158.7826,98.00157,36.55857,248.7527,151.6304,272.3956,350.9314,140.1508,213.0822,309.1825,174.79,19.35053,158.6137,335.3094,374.0479,302.5633,0.9374614,2.03655,2.252209,1.440266,96.55178,76.49511,15.00046,20.3153,19.53798,46.85181,0.6126031,63.78339,10.13808,33.39403,33.14991,16.97406,11803.6,91.77111,10295.64,66.94058,79.48691,13.65487,102.1634,63.36863,167.4964,32.82029,80.27509,135.9972,51.55471,57.10216,81.88612,102.5753,162.4733,160.6499,28.42779,35.12757,38.95911,42.72587,146.5937,59.32812,70.70606,134.8603,167.5226,183.3343,89.5546,122.0479,136.0138,147.115,39.5566,47.02071,14.30004,9.049818,1.51569,15.08295,15.30291,11.69718,9.238937,9.257483,9.484886,1.61951,1.720677,1.84369,22.58923,23.7424
153,86.70754,41.00097,41.99824,13.61396,28.85094,289.2682,37.19695,180.0057,130.8213,2.949145,43.94837,7710.923,372.5129,335.713,249.9609,158.8769,98.00253,37.12547,249.4478,151.5323,272.3303,351.7829,140.066,213.2059,309.5393,174.5869,23.11669,158.702,335.2394,374.2516,303.4605,0.9403992,2.025615,2.240542,1.433919,94.32743,76.66806,14.99914,20.58633,19.90785,46.85468,0.6111948,63.97203,10.11179,33.50254,33.1342,16.83353,11721.37,89.35049,10262.25,68.5864,78.69139,13.62504,102.2599,63.20901,167.4989,33.04562,80.26753,136.0028,51.83881,57.2073,82.41903,102.6506,162.3531,160.5419,32.51214,36.19072,40.13474,44.92095,146.5398,59.32812,70.51446,134.8781,167.5017,183.3259,89.56158,122.1146,136.0029,147.0758,41.56226,46.97394,14.29999,9.049337,1.537205,15.08196,15.29863,11.69119,9.236153,9.25801,9.483931,1.638516,1.740745,1.864977,22.59305,23.74451
153,86.80667,40.99844,41.99862,13.61903,28.6918,288.9508,37.37651,180.0184,127.8007,2.957287,42.67951,7661.704,372.5076,337.732,249.9216,158.7915,98.00454,37.01299,248.7176,151.3143,273.5955,351.8681,140.0453,213.3795,310.2521,174.4347,24.72309,158.61,336.9543,374.4068,293.9955,0.9380962,1.98889,2.200869,1.416068,91.63693,75.35371,15.0005,20.27011,19.90224,46.85336,0.6219352,62.81659,9.713174,32.97353,33.11504,16.34398,11094.1,89.29519,9728.644,73.39356,76.83998,13.10806,102.0476,62.98235,167.501,32.9758,79.87865,135.9956,51.66018,57.17787,82.26454,102.4399,162.8873,161.027,33.41047,35.98099,40.05312,44.9434,147.1452,59.32812,70.355,134.2292,167.5146,183.6639,89.2688,122.1609,135.9759,146.9875,43.39845,46.84077,14.30005,9.050241,1.52337,15.01255,15.22776,11.57317,9.235435,9.250079,9.484388,1.622225,1.722598,1.847789,22.58605,23.73846
153,86.77527,40.99976,41.99924,13.61647,28.53149,289.6397,37.187,179.9933,126.5299,2.922449,43.01345,7702.551,372.5121,336.3744,249.9627,158.8713,98.00108,36.96484,248.3797,151.0627,272.976,351.669,140.005,212.8702,309.3914,174.3489,22.51203,158.6938,335.9835,374.7829,299.9745,0.9392603,1.989808,2.201458,1.422598,92.94674,74.69412,14.99938,20.19343,19.70263,46.85334,0.6273719,62.33135,9.59661,32.59187,33.10917,16.30274,10961.74,89.43661,9567.739,74.06244,78.19418,12.94916,102.0021,63.32781,167.5044,32.99959,79.834,135.9945,51.99622,57.85807,81.62635,102.3965,163.229,161.4203,29.44183,35.5208,39.45012,43.04024,147.5902,59.32812,70.61021,134.4935,167.5129,183.6572,89.24001,121.9832,135.9892,147.0666,41.87112,47.12797,14.29999,9.050075,1.506189,14.99086,15.2079,11.53712,9.236341,9.253004,9.482322,1.606704,1.707687,1.832004,22.58695,23.74012
153,86.84666,41.00582,42.00148,13.64586,28.3071,290.0253,37.36902,180.0074,126.4515,2.864258,43.76145,7760.965,372.5154,336.9496,249.9253,158.7609,98.00112,36.955,247.8287,151.171,272.5136,351.13,140.0413,212.0305,308.6726,174.4809,20.35602,158.5764,336.58,374.5181,299.0435,0.9383946,2.004653,2.217632,1.433187,93.90792,73.99792,15.00039,20.00677,19.51899,46.84868,0.6331604,61.77436,9.448886,32.17226,33.27486,16.2451,10904.11,90.84104,9469.517,74.36256,80.17648,12.7559,101.9981,63.49791,167.4943,32.96943,79.90459,135.9725,52.167,58.33554,81.04659,102.4059,163.6143,161.8032,27.02377,34.76403,38.60834,41.64452,147.935,59.32812,70.78095,134.54,167.514,183.6901,89.29911,121.9363,135.9861,147.1966,40.59938,47.33955,14.29995,9.049624,1.497245,14.97502,15.19426,11.51979,9.236828,9.251589,9.481762,1.599404,1.699378,1.823446,22.58892,23.74304
153,86.9179,40.99849,41.98478,13.63006,28.69145,288.151,37.41542,180.0022,122.3876,2.854415,42.3115,7686.567,372.4742,336.1582,249.9169,158.7481,98.00464,36.96603,247.5824,150.4285,273.0488,351.8991,139.8421,212.7913,309.3605,174.0839,20.64167,158.5717,335.8825,374.6129,302.6543,0.9371545,1.959921,2.168612,1.41401,92.34093,73.13264,15.08692,20.06495,19.61115,47.28733,0.6467947,61.20633,9.211551,32.1064,33.35505,15.54287,10496,88.87759,9071.108,76.64043,78.7676,12.45067,102.003,63.52644,167.7225,32.64292,79.65088,135.997,52.58207,58.77915,81.06897,102.4102,164.1407,162.3309,27.65993,35.01618,39.04792,41.87705,148.6174,59.32812,70.86806,134.1546,167.7438,184.0957,88.99966,121.8299,136.0062,147.2143,41.3981,47.35645,14.29995,9.050428,1.524249,14.93565,15.15251,11.43466,9.236775,9.253709,9.480893,1.623502,1.723082,1.847489,22.58442,23.7388
153,87.71172,40.97249,41.98037,13.58992,29.00715,287.4492,37.52687,179.9959,121.3807,2.865213,41.87325,7661.214,372.5093,336.9254,249.8841,158.7889,98.00355,36.96291,247.5022,150.4492,273.3439,351.8701,139.8384,213.0205,309.6131,174.0748,21.18314,158.6113,336.4958,374.8792,298.9512,0.934687,1.94923,2.157001,1.409764,91.70733,72.79417,15.10504,20.01806,19.65252,47.40434,0.6512114,60.75515,9.149132,31.96756,33.38702,15.40405,10403.05,89.06789,8978.868,80.21364,77.27168,12.36243,101.9985,63.49662,168.0052,32.73493,79.58852,135.9676,52.45694,58.72397,81.05644,102.4095,164.291,162.4921,29.05131,34.88506,38.9627,42.37384,148.7487,59.32812,70.81023,133.8663,168.0236,184.4221,88.91814,121.9259,135.9793,147.0965,42.27658,47.45329,14.29984,9.049861,1.511686,14.92518,15.14153,11.41773,9.237838,9.248397,9.482496,1.611148,1.709685,1.833674,22.58772,23.74172
153,87.53515,40.9713,41.97684,13.6061,29.34622,286.6672,37.3599,179.9954,119.5571,2.886433,40.84418,7634.579,372.4969,338.2735,249.918,158.8217,98.00854,36.96666,248.4664,149.9425,272.3293,352.4427,139.5573,212.896,309.4774,173.5454,22.47679,158.6382,337.4601,374.7253,303.4366,0.9376121,1.930315,2.135808,1.402837,90.13741,72.29288,15.10574,20.13241,19.58618,47.31992,0.654633,60.83185,9.026685,31.64475,32.00106,15.36322,10161.65,89.0064,8795.254,68.13392,73.09978,12.21094,102.0037,63.62444,168.3816,32.77966,79.70377,135.8475,52.74836,58.87129,81.19557,102.3999,164.5664,162.7529,28.63855,34.9704,39.2298,42.13945,149.1612,59.32812,70.90867,134.1395,168.391,184.7825,89.06416,122.4792,135.8379,146.7105,40.94192,47.50841,14.30013,9.049966,1.483934,14.9047,15.11897,11.37585,9.235062,9.255901,9.48053,1.579832,1.677746,1.799364,22.58183,23.73661
153,87.61176,40.9739,41.97741,13.59833,29.24112,289.9724,37.35451,179.9984,120.8966,2.881569,41.7416,7682.99,372.5338,336.0974,249.9177,158.8427,98.00269,36.95577,248.3364,150.2451,272.1532,351.9392,139.7025,211.9052,308.9263,173.8668,22.29106,158.6658,335.7143,374.9386,302.9345,0.9373524,1.951958,2.160715,1.412057,90.19722,72.29175,15.1046,20.04309,19.61857,47.29029,0.6542045,60.60305,9.007628,31.60389,31.38055,15.2967,10001.06,88.76064,8635.936,78.32909,72.94601,12.17318,101.9975,63.57922,168.4332,33.00621,80.04459,135.9424,52.83375,59.07072,81.0509,102.4051,164.5956,162.7937,29.21767,34.96932,39.19825,42.33303,149.1751,59.32812,70.95844,134.132,168.4523,184.7972,89.39719,122.7966,135.9411,146.7433,42.83156,47.60713,14.29988,9.049945,1.503518,14.88684,15.10197,11.34863,9.235764,9.251911,9.480375,1.597117,1.693253,1.815747,22.58509,23.73883
153,87.6571,40.97253,41.9788,13.61219,29.53099,287.8235,37.17738,180.0002,121.1882,2.896657,41.48922,7641.392,372.5408,335.7125,249.9599,158.8745,98.0025,36.96727,247.4918,150.2234,273.1844,352.1325,139.7609,212.9391,309.5677,173.8856,23.85404,158.688,335.378,374.9134,300.3638,0.9367654,1.945343,2.152909,1.406075,89.85372,73.05431,15.10568,20.11478,19.83204,47.24185,0.6466407,61.04963,9.059577,32.05971,31.59795,15.47463,10158.06,87.14083,8796.686,80.32341,72.66393,12.25517,102.0019,63.175,167.7773,33.02423,79.90761,135.9676,52.48747,58.63468,81.51162,102.3991,164.2253,162.4136,31.88759,35.5189,39.756,43.78387,148.7594,59.32812,70.73671,133.8627,167.7953,184.2972,89.35015,122.627,135.9595,146.8417,44.37534,47.28172,14.29992,9.050214,1.520561,14.90907,15.12252,11.37906,9.237009,9.249761,9.482213,1.614042,1.710666,1.834189,22.58626,23.73963
153,87.67442,40.98041,41.98205,13.62111,29.32604,288.6339,37.32579,179.9994,122.008,2.904574,41.53407,7643.41,372.5461,336.913,249.9178,158.7847,98.00658,36.95063,247.9331,150.304,273.1695,352.1064,139.8104,212.9848,309.6452,173.941,22.75655,158.5962,336.3244,374.5616,297.1548,0.9363725,1.952047,2.159785,1.409075,90.48794,73.29314,15.10418,20.06339,19.74214,47.17385,0.6437162,61.29987,9.181982,32.08731,31.66443,15.61658,10239.4,89.11409,8873.847,76.23262,72.93372,12.41141,101.9986,63.30292,168.2031,32.99099,80.11115,135.9865,52.52708,58.72786,81.47484,102.4069,164.1488,162.3159,30.47721,35.16314,39.45889,43.00368,148.6536,59.32812,70.78099,134.001,168.2164,184.5159,89.52139,122.7686,135.9897,146.8446,43.5253,47.35616,14.29998,9.04998,1.510828,14.91758,15.13209,11.39682,9.235659,9.249309,9.481709,1.605348,1.701942,1.82492,22.585,23.73886
153,87.48434,40.97689,41.9813,13.64213,29.0582,287.8273,37.52128,180.0056,120.0998,2.793386,41.96015,7670.897,372.5382,338.2474,249.8848,158.6665,98.01582,36.96174,247.6026,149.831,271.4258,351.6045,139.5547,212.048,308.2553,173.4642,20.89144,158.4868,337.4764,373.9414,299.6119,0.9384402,1.955847,2.162599,1.418682,91.5667,72.42506,15.10498,19.95234,19.29621,47.15801,0.6511179,61.07203,9.002208,31.88561,31.76749,15.41399,10216.99,91.41401,8831.148,62.65989,75.42323,12.17446,101.9992,63.69256,167.9967,32.96195,79.75501,136.0001,52.70934,58.95924,80.83202,102.3981,164.6197,162.8079,26.93929,34.07035,38.19738,40.98174,149.108,59.32812,70.99681,134.3275,168.002,184.3837,89.07109,122.1817,136.0096,146.8839,41.11304,47.54978,14.30002,9.050022,1.506509,14.90843,15.12439,11.3833,9.237586,9.257984,9.483153,1.602597,1.700757,1.821352,22.58257,23.73795
153,87.46284,40.97684,41.979,13.6218,29.17554,287.1636,37.4015,180.0029,122.5335,2.808086,43.16339,7689.081,372.5349,337.379,249.9231,158.7853,98.00529,36.96029,247.5754,150.4034,272.5382,351.1008,139.8438,212.6612,308.8461,174.0043,16.49469,158.6181,336.7997,374.1301,300.6011,0.9346818,1.977147,2.186254,1.426334,95.19076,73.10242,15.10437,19.85976,19.1096,47.15728,0.6451283,61.41217,9.24547,32.28199,31.76992,15.62471,10513.83,93.29736,9026.364,65.39025,75.35769,12.48748,101.9996,63.89661,167.9978,32.72208,80.07645,135.9976,52.81594,59.14626,80.38915,102.4182,164.4169,162.6029,22.62261,33.29863,37.32545,38.90694,148.778,59.32812,71.11828,134.7064,168.0272,184.1817,89.31721,122.1691,136.0275,146.9234,39.80117,47.63026,14.29998,9.049704,1.525038,14.93829,15.15822,11.42673,9.239794,9.258327,9.483345,1.622689,1.71944,1.839362,22.58549,23.74097
153,87.52521,40.96764,41.97768,13.61769,30.254,285.8773,37.16988,179.9971,117.7683,2.802395,41.74929,7683.296,372.5219,334.5161,249.9555,158.8699,98.0088,36.96908,244.753,149.8221,271.6066,350.9147,139.476,212.3856,308.0542,173.3258,18.45425,158.6926,334.0533,373.8997,301.3883,0.9369023,1.939966,2.143719,1.415568,92.77509,71.83686,15.10444,19.9022,19.28331,47.15501,0.6564411,60.55181,8.883456,31.70219,31.76894,15.17343,10101.87,92.30536,8659.719,65.81987,75.35128,12.02396,102.0003,63.88243,168.0047,33.00597,79.6599,136.0013,53.21907,59.60082,80.38456,102.4088,165.0508,163.2389,24.64951,33.85976,38.03841,39.96497,149.5195,59.32812,71.09994,134.4767,168.0179,184.4296,88.98472,122.0578,136.0214,146.9174,40.36411,47.74046,14.30004,9.050124,1.515373,14.89861,15.11554,11.3517,9.238417,9.257315,9.482133,1.611538,1.708772,1.829088,22.58114,23.73697
153,87.56333,40.96979,41.97827,13.64743,30.02361,287.1022,37.49679,180.0061,116.5461,2.706701,41.85945,7682.787,372.5454,334.6382,249.8811,158.6505,98.02068,36.95658,244.3995,149.5707,271.2396,350.6017,139.3188,212.0785,307.4724,173.0753,17.10534,158.474,334.1617,373.1411,300.0396,0.9354669,1.93528,2.138935,1.417093,92.64558,71.26972,15.04353,19.67275,19.03741,47.15447,0.6616964,60.14844,8.757146,31.62793,31.76832,14.98816,9883.11,92.8924,8443.949,61.47749,75.69064,11.86024,101.9989,63.944,167.9993,32.92515,79.65996,135.9986,53.43584,59.95358,80.1375,102.4153,165.3432,163.524,23.66136,33.2669,37.41836,39.12004,149.8289,59.32812,71.11069,134.362,168.023,184.5063,88.97404,121.9874,136.0277,146.9969,40.08725,47.77793,14.30001,9.049222,1.516937,14.87504,15.09306,11.31102,9.238548,9.254215,9.481213,1.613103,1.709672,1.829512,22.58269,23.73937
153,87.31742,40.97268,41.6566,13.62777,31.2946,287.0916,37.31433,180.0027,112.8378,2.68897,41.43526,7713.694,372.5212,331.2095,249.9195,158.7762,98.28304,36.97077,242.2802,149.635,270.2782,349.8512,139.4095,211.5498,306.0133,172.9743,19.87338,158.5981,330.8998,372.2316,301.8206,0.9392769,1.918911,2.119637,1.417103,90.27916,70.46285,14.98662,19.7162,19.19029,47.14772,0.669333,59.58534,8.555168,31.41304,31.74283,14.44877,9462.788,93.50937,8060.711,59.64594,74.95189,11.60069,102.0033,64.018,168.6307,33.00317,79.65294,136.1801,54.05112,60.6027,80.28725,102.4083,165.8015,163.9609,26.75874,34.08691,38.31477,40.76888,150.418,59.32812,71.23338,134.2946,168.6445,185.178,88.93824,122.2683,136.1962,147.1218,41.85345,47.84951,14.29983,9.050784,1.531296,14.8366,15.05124,11.24032,9.237241,9.255582,9.481184,1.624193,1.721241,1.841579,22.57844,23.73471
153,87.29954,40.97757,41.48058,13.62919,31.91642,287.4864,37.12326,179.9999,113.1705,2.746591,41.07777,7705.603,372.545,329.0277,249.968,158.8295,98.21538,36.9533,241.6068,149.5605,270.3691,349.6186,139.2703,211.4857,305.8531,172.9003,20.34006,158.6533,328.9141,371.7731,301.3298,0.9369876,1.911336,2.111565,1.411037,89.38835,70.42088,14.97886,19.77745,19.2982,47.1206,0.6691608,59.32758,8.642176,30.8866,31.5377,14.81072,9342.135,91.17061,7957.866,74.99753,73.16713,11.70008,102.0003,64.01493,169.4966,32.99847,80.46625,136.7258,54.18567,60.77603,80.4388,102.4066,165.7833,163.952,28.55289,34.4327,38.87585,41.73014,150.4316,59.32812,71.22475,134.4391,169.5212,185.8414,89.76228,123.4689,136.7369,147.3978,42.61749,47.99097,14.30005,9.049769,1.496681,14.83053,15.04505,11.22381,9.235736,9.251971,9.479233,1.590194,1.684988,1.805887,22.58147,23.73684
153,87.34554,40.9687,41.47664,13.63285,31.60929,289.2065,37.58549,180.0072,109.8858,2.588309,41.23292,7648.677,372.5406,329.7865,249.8614,158.6284,98.88894,36.96557,241.6687,150.1929,270.9787,350.3099,140.0144,213.0168,306.7659,173.4609,20.124,158.4558,329.6108,371.7935,299.5,0.935279,1.915147,2.113302,1.408672,89.70566,70.93118,14.97847,19.6328,19.28837,47.10649,0.6641376,59.75129,8.646757,31.70109,31.34983,14.61598,9346.121,90.88597,7972.176,75.64909,71.08097,11.70892,102.0006,63.80338,169.4901,33.02527,80.38721,136.889,53.91763,60.44992,80.73106,102.4096,165.8603,164.0054,32.34726,34.57998,39.02155,43.48014,150.5762,59.32812,71.10187,134.4236,169.5103,186.0348,89.64697,123.6854,136.8992,147.7726,43.98657,47.77348,14.30002,9.049841,1.52848,14.83259,15.04659,11.22334,9.236505,9.250409,9.479041,1.62015,1.714686,1.835595,22.57942,23.73515
153,87.201,40.97292,41.47923,13.6319,31.69744,286.1527,37.27341,179.9976,107.6684,2.63819,40.37727,7614.816,372.5109,329.8427,249.9321,158.8017,98.93062,36.95554,241.4317,149.877,271.0125,350.5153,139.8856,213.4515,307.2141,173.1105,18.17412,158.628,329.6853,371.7362,300.2511,0.9336801,1.901211,2.096744,1.401805,89.7469,70.12722,14.97963,19.45123,18.95828,47.08033,0.6714935,59.31514,8.47148,31.40904,31.56668,14.44481,9174.83,91.52702,7780.017,72.73125,71.29281,11.48885,101.9991,63.96251,169.5052,33.00417,79.6832,136.5651,54.092,60.70607,80.397,102.4105,166.3397,164.4761,29.91394,33.92804,38.33142,41.99882,151.0699,59.32812,71.20206,134.3068,169.5313,186.1831,88.95712,123.0381,136.5904,147.3877,41.53856,47.88678,14.29982,9.049937,1.481204,14.81378,15.02834,11.18894,9.236721,9.25246,9.479064,1.575142,1.669864,1.789563,22.58157,23.73867
153,87.20322,40.9737,41.47967,13.6293,33.39321,286.778,37.38754,179.9878,106.1748,2.555465,40.73503,7617.732,372.4651,333.539,249.909,158.7424,98.99471,36.96938,240.914,149.6479,270.3738,350.5146,139.7648,213.0191,306.9825,172.7524,18.17546,158.5693,332.7278,371.5044,298.724,0.935015,1.904222,2.099254,1.40553,90.23269,70.10747,14.97896,19.4346,18.91532,47.05709,0.6713524,59.39077,8.451707,31.48912,31.33976,14.40935,9233.526,92.14463,7827.088,66.37642,71.214,11.45566,102.0015,64.03625,169.4954,33.01629,79.7514,136.6495,54.04001,60.70442,80.23273,102.4152,166.4719,164.606,29.52757,33.62216,37.95931,41.7382,151.1793,59.32812,71.22713,134.3482,169.519,186.1864,89.00948,123.1067,136.6693,147.4924,41.68239,47.93038,14.30005,9.050009,1.493259,14.818,15.03267,11.1941,9.237424,9.252747,9.480498,1.58648,1.681544,1.800639,22.58012,23.73692
153,87.26529,40.97255,41.47871,13.61641,37.05651,287.0905,37.64565,179.991,106.6472,2.515836,41.30192,7630.139,372.463,341.6691,249.8379,158.7221,98.98335,36.9517,240.1315,149.7261,270.5886,350.4966,139.8736,213.3234,307.1516,172.8032,14.72516,158.5581,339.9079,371.1965,297.8938,0.9324356,1.910404,2.105675,1.409666,92.31709,70.26322,14.97837,19.34631,18.72395,47.03321,0.6694362,59.37268,8.577428,31.59186,31.33909,14.51426,9447.02,92.7687,7987.665,70.69659,71.16828,11.6167,101.9995,64.18623,169.4981,33.0038,79.77573,136.541,53.77716,60.4341,79.81719,102.4299,166.3396,164.4644,25.79097,32.79016,37.06356,39.78556,150.9706,59.32812,71.33193,134.6649,169.5465,186.0907,88.97108,122.9156,136.5938,147.4555,40.3931,48.04029,14.3001,9.050253,1.489345,14.83904,15.0572,11.22404,9.23997,9.252084,9.481656,1.584291,1.678198,1.796208,22.58232,23.74001
153,87.26228,40.96902,41.4766,13.61934,39.5847,286.3904,37.32642,179.994,110.2544,2.592829,41.68148,7650.247,372.4775,344.0619,249.9165,158.913,98.84958,36.97701,240.6504,150.0894,271.0292,350.3772,139.9281,213.2758,307.2395,173.0842,16.61747,158.7476,341.9253,371.6496,300.8786,0.9344787,1.930153,2.127064,1.410699,92.29671,71.23083,14.97861,19.58493,19.01915,47.00384,0.6598334,60.04164,8.8537,31.70867,31.02334,14.96596,9682.352,91.79787,8285.633,71.13541,71.16611,11.96968,102.0021,64.03253,169.4879,33.0246,80.30698,136.7515,53.60279,60.1048,80.39161,102.4236,165.5137,163.6683,29.07138,33.94433,38.26198,41.92659,150.1513,59.32812,71.21702,134.7424,169.518,185.8714,89.52287,123.4107,136.7837,147.5543,41.51507,47.92394,14.29993,9.049716,1.496477,14.87051,15.08722,11.28046,9.238258,9.253687,9.480617,1.590649,1.685079,1.804534,22.58344,23.73893
153,87.35714,41.08283,41.47776,13.64253,39.07915,286.9187,37.5119,179.9664,105.8651,2.526872,40.82727,7611.575,372.4192,344.7292,249.8808,159.2854,98.99007,36.95209,239.6891,149.7383,269.9892,350.4437,139.8513,213.1228,306.7566,172.753,17.60632,159.1135,342.5638,371.1772,297.3727,0.9337186,1.905374,2.099702,1.406168,91.00043,70.24372,14.97971,19.39143,18.82196,47.20094,0.6721383,59.42793,8.53716,31.49284,31.15451,14.52159,9384.46,92.67351,8011.925,67.31493,70.88612,11.56352,101.9988,64.0054,169.5058,32.9833,79.68021,136.5762,53.58427,60.24482,80.10761,102.4271,166.325,164.4358,28.19912,33.19149,37.54073,41.03334,150.9375,59.32812,71.1581,134.3654,169.5366,186.1716,88.90053,123.0156,136.612,147.43,41.20485,47.91291,14.29996,9.050317,1.485843,14.8393,15.05476,11.22831,9.240795,9.254064,9.48432,1.579927,1.674261,1.792325,22.58018,23.73779
153,87.7998,41.47479,41.47954,13.62417,39.1654,286.2864,37.32673,179.999,110.3109,2.61735,41.60888,7656.149,372.4313,343.8718,249.9184,159.4635,98.8297,36.96402,240.4442,150.0767,270.9788,350.2871,139.9646,213.3293,307.1694,173.1654,16.44242,159.2972,341.7858,371.224,299.9182,0.9343601,1.928615,2.125174,1.411388,92.68896,71.20988,14.98633,19.5808,19.01664,47.20684,0.6628407,59.96071,8.857722,31.60642,30.99932,14.98608,9699.896,93.0115,8329.005,70.56375,70.81144,11.97527,101.9997,64.11536,169.5034,33.01261,80.2081,136.5918,53.70857,60.22682,80.26342,102.4225,165.5682,163.7116,27.57932,33.74049,38.07156,41.19236,150.1433,59.32812,71.23861,134.5824,169.5347,185.9015,89.43908,123.2796,136.6319,147.3677,41.16175,47.94782,14.29992,9.049644,1.481581,14.87714,15.09443,11.29033,9.238975,9.254013,9.482594,1.576226,1.670511,1.789434,22.58486,23.74072
153,87.73573,41.4746,41.48201,13.62103,38.88194,286.4851,37.31931,179.9983,110.3923,2.577166,42.37722,7697.035,372.4241,343.4326,249.9226,159.4873,98.80101,36.95271,239.0084,150.1932,271.4,349.8254,140.0567,213.1734,307.0458,173.3313,11.39944,159.3258,341.7088,370.8537,295.5844,0.9328275,1.938794,2.136723,1.418625,94.68896,70.7525,15.01601,19.40302,18.69078,47.19345,0.6670774,59.47005,8.823479,31.5286,30.99631,14.87283,9823.669,95.66715,8390.339,65.61045,71.27434,11.92216,101.9989,64.43528,169.4937,32.98356,80.07719,136.4727,53.23752,59.87549,79.39023,102.4459,165.9517,164.0848,23.88983,32.2036,36.20796,38.97865,150.4336,59.32812,71.48833,134.6627,169.5575,185.9154,89.22073,122.9625,136.5324,147.3287,39.41151,48.1203,14.29994,9.049864,1.476934,14.88375,15.10443,11.29753,9.242689,9.255383,9.485153,1.573264,1.666594,1.784151,22.579,23.73802
